text,label
泊まるたびに好きになる宿です。,p
せめて、シャンプーを設置し、タオルも７日の内一度は交換可能だとよかった。,y
コーヒーもイマイチ，オレンジジュースは美味かった！,e
朝のパンも美味しかったし。,p
隣接のお風呂も、健美効炉といって、岩盤浴のようなものも入り放題でとってもお得なホテルでした。,p
１８℃〜２０℃に、変えてくださいm（_）m,y
駅からは、案内どおりでわかりやすかったけど、けっこう歩きました。,e
バスもゆったりとしていてのんびりできました。,p
スイッチが入っていないだけでも、庫内が冷えるまでに時間がかかるのに、入れても入らないとは、どれだけ手間をかけさせるんだ、という気分になりました。,k
いつもトリートメントだけ持参していたりするので、ちょっとした事なんですが嬉しかったです。,p
また、今まで泊まったビジネスホテルでは見たことの無い大画面の液晶テレビも良かったです。,p
旅の疲れもしっかりとれました。,p
大浴場も貴重品入れのロッカーがあったりとセキュリティにもいきわたっていたホテルだったと思います。,p
部屋は広く、清掃も行き届いており、清潔で快適でした。,p
バスルームから公衆トイレのような匂いがして、ドアを閉めても部屋に流れてきて非常につらかったです。,k
８階の温泉浴場でゆったり過ごせます。,p
近隣にいくつかホテルがありますが、こちらを選ばせていただいて本当に良かったです。,p
出迎える係りもいないのにどの客が先か判らないでしょう。,k
ほとんど良かったですけど、ホテルの案内などもう少し分かりやすい小冊子があれば良かったです…後、部屋にテッシュがほしかったです。,e
従業員の方の対応は好感が持て、満足しています。,p
立地が良かった。,p
朝ごはんも、ビジネスホテルでは珍しく和食メインの食事で、普段から朝は和食の私は大変満足です。,p
混雑予測表などがあると有難いのですが...（団体旅行客や観光客が到着する時間などがわかれば、それを避けて利用したい）,y
今回は展望風呂付きの部屋でしたので、大浴場よりも部屋の展望風呂が気に入りました。,p
残室数も、そんなにすぐに埋まってしまうほどではなかったので、直接でも大丈夫だろうとタカを括っておりましたら、残念ながら満室とのこと。,k
ホテル入口から２階のフロントまでは階段で上がりますが、とてもシックな感じで期待通りのホテルでした。,p
朝食はそこそこですが、ドリンクを１杯テイクアウトできるサービスがあり嬉しく感じました。,p
部屋もきれいで対応も親切でした。,p
今回のケースは少ないと思いますが、次回は注意して頂ければと思います。,y
全てにおいて平均点以上で価格も魅力的、満足できました。,p
ご検討頂ければ幸いです。?,y
こんなに低料金で宿泊できるなんて、感動です。,p
たしか２０時か２１時で食事メニューがさげられるのではなかったではないでしょうか？,k
もしくは一階のセキュリティーをなししてほしい。,y
丁寧な対応で、大変、気持ちよく利用できました。,p
初めての利用でしたが、まずまず及第点だったと思います。,e
近辺にはコンビニ、居酒屋、レストラン等たくさんあったので便利でした。,p
フロントが少ないのでしょうがないのでしょうが、チェックイン・チェックアウト時の多忙のときには、極めて事務的な対応しかなされなかったことが残念でした。,k
お値段も値打ちでしたし、ついたてで区切られていて個室の感じと高級感が感じられ満足いたしました。,p
総合的にはとても気持ちよく宿泊させて頂きました。,p
ただ、わずかに湯の花が浮いていますが、温泉の匂いとかはせず、温泉のためだけにまた来たいほどではないです。,k
随分前でしたので、建物は多少古くなった感じはしましたが、朝のクロワッサンサービスやドリンクのサービスが付加されていたり、ワッフルのガウン、アメニティが更に充実された様で良かったです。,e
時間早めだったのに、チョット残念。,k
シングルでしたが、部屋も一般のビジネスホテルのような息苦しい狭さではなく、きれいな部屋で大変良かったです。,p
・・・この時期、伊豆近辺は梅や河津桜で混むので避けていたが、こちらでは函南桜（≒河津桜）も梅も、そしておまけに富士山も、混雑せず、のんびり愛でられてラッキーだった。,p
頼んだものとちがうのが出てきたが、いそがしすぎて聞く耳持たずってな雰囲気が異様にただよっていたので文句もいえずじまい。,k
コーヒーなど紙コップ用の蓋があるので部屋でゆっくり飲むことができました。,p
素朴な伊豆の穴場である。,p
不要なサービスや備品は無いが、必要なものは良いものがそろっており、ベッドも大きくて、大変よかったです。,p
ズワイガニもおいしいんだけど、今回は変なカットが入っていたため少し食べづらい感じでそこだけが残念でした。,k
部屋も綺麗でアメニティも揃っていたので良かったです。,p
この部屋（広さ、景色）で、この風呂（露天は温泉）で、この料理（伊勢えび、さざえの刺身等）で、この料金は信じられません。,p
お風呂のお湯はかなり熱めですが、露天風呂は水で薄めるとすぐに気持ちの良い温度になり、子供も満足そうでした。,p
またホテルの方もとても親切で落ち着きました。,p
なぜホテル内やモール内での表示や説明などのサービスがないのか。。。,k
朝は６時からでないと出せない。。。,k
また露天まであるのはすばらしいと思いましたが、その湯船がヌルヌルしていて、清掃がもう一息かなと感じました。,e
価格が少し高めの気がしますが頑張ってください。,e
湯上りドリンクサービスの趣旨が理解できなく（特に時間）、提供をしているラーメン屋さんの従業員がそっけなく、飲ましてあげるという様な感じで不快でしたが、２日目の人は愛想も良く、快適な湯上りドリンクでした。,e
ただ、フロントの方にホテルの外で食事する場所を尋ねた時は、ちょっと慣れておられない印象を受けました。,k
また、１１時チェックアウトのプランでしたので、駐車料も１１時までサービス券で対応して頂けたのもうれしかったです。,p
お鍋のダシは、最後まで飲んでしまいました（笑）それほど、おいしかったです！,p
テレビの音量がボリュームは変えて無くてもテレビ局によりかなり差がある事です。,k
寝具やパジャマの清潔感、ユニットバスながら体を洗い易く設計してあるシャワーカーテンレールのアール、衣類の消臭剤や空気清浄機など、アメニティと家電設備に細やかな配慮と清潔感が感じられ、とても心地よく滞在できました。,p
お風呂は大理石なので一番の魅力でしたね。,p
好みもありますが、もう少し素材の味をアピールでもいいかなと思います。,y
次の日、シーで遊ぶ予定でしたがシーへ行くバスが無いのは残念。,k
部屋は至って普通で特に感想はないです。,e
ただ空気清浄機は常備なのですがＪＡＬホテルグループならばスチーマーぐらい常備してあっても良いのでは最後にベッドと布団はかなりいい感じでした。ということでＪＡＬホテルだからと，期待しないで普通のビジネスホテルと思って予約したほうが賢明です。,e
ただ、テレビが液晶なのはいいんですが、まだアナログでちょっと映りが悪いです。,k
書き込みを熟読しある程度の覚悟はしていましたがチェックイン時の対応は２人共とても感じが良く（カワナさん？）大きい男性も感じが良く期待しました。,p
原因は、壁からのケーブルがテレビ台の裏に隠れて見つからなかったためですが、説明書があったら探したと思います。,k
ホテル内にも居酒屋があるので、飲むこともできます。,p
温泉付だと誤解して泊まりましたが、ゆったりしていてよかったです。,p
また、温泉は良かったです。,p
朝食もおいしかったです。,p
広くて清潔で、コストパフォーマンスはかなり高いです。,p
シャンプー、コンディショナー良い香りでしたｗｗｗ,p
お部屋も、サービスも、温泉も、お食事も全てが大満足で、何一つ不満な事がなく、とても幸せな旅行になりました。,p
西側から入庫と言われても、土地感がまったくない人間には、どっちが西かなんて分かりません。,k
また、貸し出し品が次の予約時にはセットされていたのも嬉しかったです。,p
ジャグジー付きのお部屋で、洗面・お風呂ともに広くゴージャスで楽しめましたが、できればお風呂テレビが欲しいところです。,e
琵琶湖の眺めがとても素敵でした。,p
お薦めのホテルですよ！,p
多分レセプションのクラークのコミュニケーション能力がまずいんだと思いますよね。,k
温泉は昔ながらの施設ですが、かけ流しでのんびりと入れました。,p
駅のすぐそばの立地は最適です。,p
商店街の中で便利ですが駅からは少々歩くのと布団が少し薄くて寒かったことです。,e
モノレールがあるので仕方がないのですが…また機会があれば是非泊まりたいです。,e
予定より30分ほど早くついたので仕方ないかもしれないが、着いて宿に入った時に従業員の方がどなたも居ず、土足で上がっていいものやら不明で、戸惑った。,k
きれいなホテルだし、従業員さんは親切だし、値段も手ごろですごく助かりました。,p
とにかく大満足です。,p
隣の人の電話の声が一言一句聞き取れ、イビキも朝の支度やシャワーも音がすごくて、今回夜間作業で朝方戻ってきたものですから2時間も眠れませんでした。,k
その他はいつも通り全て満足できるサービスでした。,p
スーツ姿でチェックインしているのだから観光でなくビジネス利用は明らか、チェックインの時にそういうことは聞くべきでしょう。,k
駅からも近いし便利です。,p
アーケードに面しており、車だと入れないのは少し不便ですが、街中なのでしかたないですね。,k
冷蔵庫は、スイッチが入っていなくて、使う人はスイッチを入れてくださいという感じでしたが…スイッチを入れても稼働せず、棚と机を動かしてみるとコンセントが抜けていました。,k
着いたときにフロント内を掃除していて、私と目が合ったときに、まるで客というものを初めて見たかのような「なにか用ですか？」といった顔。,k
ベッドはかなり寝やすいです,p
＜×なところ＞・立地があまりよくない。,k
部屋は決して広くないし、バスタブも小さく、私の部屋は換気扇の音が少々うるさかったのですが、まあ、それでも部屋は清潔でシンプルで、居心地は悪くありませんでした。,e
ボディソープがなくて石鹸だったのが今一。,k
人が少ない感じがしました。,k
ホテルには、大浴場が設置されており旅の疲れを癒すことができました。,p
五反田駅の目の前で近くにいくつものコンビニが有り、大変便利でした。,p
駐車場に直ぐエレベーターが有り、便利でした。,p
三泊したのですがおにぎりもパンもスープも種類があるので飽きませんでした。,p
朝食付きでこの価格はありがたいです。,p
食事もまずまず、部屋で食べられればベストなのですが。,e
雨なのに駐車場が遠いところしかあいていなかった事と、レストランのオーダーストップの時間に間に合わなかった事が残念でしたが、翌日のレストランでのお食事のおいしさとクラブフロアでのんびりできる時間はとっても満足できました。,e
一度利用したいと思っていてようやく願いが叶った。,p
大浴場もよかったです。,p
また、新聞サービスにも嬉しく思いました。,p
朝食にコーヒーだけでなく、紅茶の用意があると良い。,y
早めにチェックイン出来る日程なら非常にリラックス出来るホテルです。,p
私たちが宿泊した日は残念ながら大浴場が利用できませんでしたが、その分、広い部屋に安く泊まれました。,e
お部屋にあった足マッサージ機は、疲れた体をいやすのにうれしかったです。,p
しかし、おもてなしは十分であり仲居さんもとてもフレンドリーでした。,p
スタッフの方も、みなさんお忙しい中子ども達にまでとても丁寧に接して頂き、食事も十分な量でおいしかったです。,p
ギリギリ間に合いましたが、もう少し、連絡を入れたら時間外でも入出OKにしていただけると、もっと良かったです。,y
部屋はきれいで良かったです、駅に近く食事、買い物特に問題ありませんスタッフの対応もさわやかで気持ちよかった。,p
しかしいずれにせよ、不快という範疇のものではなく、良いホテルだったと思います。,p
お正月なのに料金もリーズナブルで大変良かったです。,p
朝ごはんも一つ一つの品が丁寧に作られていて、こまめに補充されていました。,p
駅から、徒歩だと若干、歩きますが特に気にならない程度でした。,e
顧客満足度は低いかと…。,k
加湿器、イオンドライヤー、ＰＯＬＡ製品のアメニティと女性には嬉しい備えでした☆,p
決して割安感は感じませんでしたが、大浴場もあり朝食もついていたので、十分でした。,e
お風呂は不思議な感じがしました。,e
かなりの方が書かれてる通り、フロントの方々の対応は本当に素晴らしいと思った。,p
子供たちは部屋からの夜景の綺麗さに満足してました。,p
洗濯機や乾燥機が自由に使えたり、コーヒーサービスがあったり、今回利用はしていませんがヒーリングルームがあったり、と大変充実していました。,p
和室だったのですが、とても快適に寝ることができました。,p
メインのお料理が何なのか？,k
部屋は清潔で広く快適でした。,p
部屋が清潔で、ベッドも広くたいへん満足しました。,p
一晩ゆったりと寝ることができました。,p
施設自体が古いビジネスホテルのためか、ハード面は感動するほどのものはなかったですが、立地がとても都合良かったです。,e
部屋の稼動の問題もあったのだと思いますが無料でしたので非常にラッキーでした。,p
部屋の鍵はオートロックではないので、要注意。,k
夜遅くのチェクインにもかかわらず、丁寧な対応であり、セミダブルでの予約しかできなかっので、子供と二人で狭さを我慢して寝る覚悟をしていたが、フロントスタッフが機転をきかしていただき、ツウィンの部屋への変更をしていただいた。,p
６：３０〜９：３０の利用で、７：３０に行きましたが、お味噌汁が底のほうに少し残っていたので係の方に「まだありますか？」と声をかけたら面倒くさそうにかき混ぜ、はい。と答えたまま２０分間の滞在中足す様子はなかったので帰りました。,k
警備員の方からホテルに連絡してもらって事なきを得ましたが、非常に不愉快な思いをすることになりました。,k
最近中途半端な温度のサウナが多いのでホントによかったです。,p
その、自然で真心からの親切に感動しました。,p
楽天１０倍ポイントが付与されていません。,k
あと、お風呂の栓が劣化しているせいか、お湯が漏れて少なくなっていくのが判った…,k
施設の清潔さ、デザイン、アメニティや料金設定など申し分ないと感じました。,p
温泉はすごくいいです。,p
近くの観光物産店もフロントの女性が丁寧に教えて頂き、仕事帰りにそこに寄り、おいしそうな生蕎麦を買って帰りました。,p
アパホテルに名称が変更されてからはじめての宿泊でしたが、以前よりは部屋もきれいになっており快適に過ごすことができました。,p
それにつっけんどうと接客はかなり不満でした。,k
今まで博多でいろいろなホテル（天神や博多駅前、キャナル周等々）に宿泊しましたが、今回は非常に満足してます。,p
部屋も広くて快適でした。,p
高台にある宿の窓からは、川を挟んで温泉街が遠望できる。,p
総合的には満足ですが、窓から風がもれているのかピューっと音がして気になりました。,k
部屋が間接照明だけでなく蛍光灯照明もあり明るかった。,p
たまたま掃除の方が忘れただけかもしれませんが・・・朝食付きプランだったのでバイキングを頂きましたが金額の割には寂しい内容だったと思いました。,k
今回はじめて、このホテルのバス付シングルに泊まったのですがバス無しのシングルに比べて部屋が狭くやや圧迫感があったように感じられました不満に感じたのはこれだけで立地は問題なく良く、駅も近くコンビニも近くにあり、ホテルの従業員の対応も大変よくて、また東京に来るときはこのホテルにしようと思います,e
設備・アメニティエレベーターが1機なのがちょっと残念。,k
温泉の質はよかったのにこの脱衣所では残念です。,k
出かけるときの”いってらっしゃいませ”がいい感じ。,p
お部屋からの風景、お食事、温泉、全て大変心地よく楽しませていただきました。,p
今回も快適にすごせたんですが、風呂の壁についてるシャンプーとボディソープのでてくるところ・・・下面のほうが黒ずんでいて、少々がっかりでした。,e
東京に宿泊の際は、こちらのホテルに決定です！！,p
トヨタレンタカーが隣というのも便利でした。,p
外国人の利用者さんが多かったのですが、脱衣場にスリッパのまま入室し、洋服をきたまま浴室に入ってきてビックリしました。,k
朝食は直結している飲食店で頂きましたが、非常に美味しかったです。,p
部屋も広く、サービスも良いホテルでした。,p
接客対応がとても良く、気持ちよく利用させて頂きました。,p
投稿にあるように建物の老築化は否めませんが、・朝食付き＆滞在中ディナー１回無料付・アウトリガーホテルのプール利用可能・空港送迎が無料（他のホテルでは1回1人10ドルだった）・ショップやレストランに徒歩圏・１階エリアでの無線LAN利用無料だったので、金額面から見れば相当リーズナブルだと思います。,e
車で行ったので駐車場を利用したのですが、先に停めていたお客さん？の車が斜めに停車していたので、駐車が大変でした。,k
朝食無料でお値段もお手頃でとてもナイスでした。,p
これが、開店記念価格で、これ以上上がるのであれば、サービス面からグレードを上げてもらわないと、コストパフォーマンスは悪い。,k
サービス対応は良かったです。,p
安かったので期待はしていなかったのですが、コストパフォーマンスは一番ですよ。,p
子供連れにはお勧めのホテルプランになります。,p
朝食が７時からということで、７時にレストランに入ったのですが、白飯が全くなく、１５分過ぎでも出てこなかったので、おかずだけ食べて出ました。,k
一番楽しみだったお料理は、もう絶品の一言！！,p
贅沢を言えば、大きいコンビニがあったらなぁと思いました！,y
料理等に何の問題も有りません。,e
ベッドが少し小さくて、かけ布団は重くて、枕は二つともスポンジで寝心地はいまいち。,k
駅からも近くて部屋も良かったんですが、『昼１２時から翌日の昼１２時までのロングステイプラン』なのに、普通に１１時（通常のチェックアウト時間）にお掃除の方がノックしてきました。,k
街まで2駅、また利用したいです。,p
わずかな会話でしたが、フロントおじさんには親切に応対していただきました。,p
コンビニも近いし。,p
館内も綺麗で静かで良かったです。,p
料理もボリューム良し、味良し、スタッフの方々の気配りも良くて、満足いく宿泊でした。,p
部屋の風呂ではどうもゆっくりできないのですが、大きな風呂があって良かったです。,p
シャワーも水量があり、体が冷えることもありませんでした。,p
２人で宿泊しましたが、歯ブラシが１本しかなかったのが気になりました。,k
過ぎると、ホテルの駐車場に入れない。,k
少し残念だったのは、朝、布団を片付けるという電話がきたと思ったら、電話を切る前にドアのしつこいノックと呼びかけがあり、不快な目覚めになったことです。,k
時間によって混みます。,k
今回で2回目の宿泊になりましたが、いずれも不可はなく可が多い宿です。,p
夕食が抜群に美味しかったです。,p
お部屋もお風呂も含め、手頃なお値段でみな大満足でした。,p
そして、オープンして間もないからか、非常に建物も部屋もきれいで快適に過ごせました。,p
私だけでなく他の方も入れない様でしたじゃあ朝入ろうと朝行ってみると今度はぬるすぎて入れませんでした。（水に近かった。）,k
飲み物は自販機のものが飲み放題というのも魅力です。,p
英語はたしかにユニバーサルな言語として流暢であるのに越したことはないけれど，アジア系やヒスパニック系の旅行者が常に英語に堪能である保証なんて，そもそもどこにもないわけで，そのしわ寄せみたいなものが国内旅行者に及んで，疲労の度合いが増幅させられるような，蔑ろな扱われ方はそれこそ本末転倒な愚行です。,k
コンビニも近く地下鉄の駅からは徒歩５０歩くらいとメチャメチャ近く立地条件条件も最高です。,p
でも今回は設備がとても新しく、使い勝手がよいし、加湿器やベッド、シャワーやトイレなどどれをとっても満足いくものでした。,p
とても不満でしたリピートは無いと思いますとにかくサービスに関して不満です部屋の外に目玉の大浴場（展望？実際すりガラスで何も見えない）があるのに浴衣スリッパでの利用ができないこのことはあらかじめ記載していただきたいですホテルだから当たり前などといのはお部屋でお風呂が十分に利用できるホテルのことです利用者はそのための簡易な衣類の携帯しなければ実際気軽に利用はできませんおそらくその目的で記載がしてなかったのだと思いますなのでとても不満ですその分の料金を返してほしいくらいです本来であればもう一度入りたいと思っていたところも結局入れませんでしたお風呂を楽しみにして食事も付いていないのにこの料金でもと思ったのに納得できませんでしたその上あとからあとから安いプランを出してくるやり方は詐欺です当方結局楽天の初めてのご利用割引が利用できなくなりとっても悔しい思いをいたしましたとにかく二度と利用いたしません,k
駅からのアクセスもよく近くにコンビニもあり立地条件は申し分ないと思います。,p
ただ、チェックインした際の清掃の方の態度・行動がどうしてもいただけません。,k
平日は、人が少ない感じでゆっくり出来てよかったです。,p
前にも書きましたが、夕食を食べに出掛けるには少し繁華街から離れていますが、私にとっては、それが程好い距離となっています。,e
部屋は広くてきれいで、大浴場もとても良いです。,p
とても楽しく快適に過ごすことができました。,p
朝食の質も以前と比べ格段に良くなり朝刊のサービスもあり大変満足で価格の割にしっか,p
値段の割に高いクオリティで、満足でした。,p
１）、２）とも疲れていたのですぐに寝てしまい、最終的には当日要望をだすことはしませんでしたが、部屋に入った瞬間の（ホテルへの）イメージは私は大事だと思うので、改善してもらえると今後助かります。,y
熊本駅が工事中だったせいか、ホテルの場所がイマイチわかり難かったです。,k
1泊の宿泊をさせていただきましたが、駅からも近くて、コンビニもありますし、立地条件は申し分ないと思いました。,p
朝食バイキング時にパンのトングをもう少し増やしていただけるとパンコーナーが渋滞しないのでは？（どこでも居ますがトースターの前でトングを握ったままパン焼いている人がいて、トースターに並んでいる人もトングを握り・・・）,k
なにしろホスピタリティこそがその施設の“アイデンティティ”そのものなわけで，そこが評価の対象にもなるわけだから…その意味ではとても“ミシュラン・ガイド”で☆がもらえるような施設ではありません。,k
鍵を預ける際のフロントの方の対応がやや気になりました。,k
それに比べて、朝食はボリューム的にも内容的にも物足りなかったかな。,k
あれは清掃の準備であって清掃ではないから平気なのでしょうか？,k
宗右衛門町の中でやや駅からは遠いですが、食事や遊ぶには抜群の立地です。,e
と思いますが、バターがなくてジャムとマーマレードだけだったのは残念です。,k
お二人なら一人3800円という超破格値は是非お友達同士やカップル、親子で泊まっていただきたいと思う価格設定です。,p
ズボンプレッサーと加湿空気清浄機が標準装備なのは非常に有難いです。,p
そのあたりを聞いても、地図や説明がアバウトで、少々戸惑ってしまいました。,k
女性スタッフの笑顔での対応も丁寧で、最後まで気持ちよく過ごすことができました。,p
○大浴場が欲しい○大きめの安い駐車場,y
子供がやんちゃで、無理を承知で部屋食を希望した処、夕朝食とも対応していただき感謝しております。,p
もともと寝るだけだと思ってたのですが、隣の部屋の声がよく聞こえるのが気になりました。,k
数年ぶりに利用させて頂きましたが、朝食が美味しくなってました。,p
駅から近くて便利でした。,p
お客様感謝デーでお得な値段で泊まる事が出来ました。,p
料金体系の見直しを直ちに行ってください。,y
禁煙の部屋が空いていなかったのが残念でしたが、掃除も行き届いており、それほど気にはなりませんでした。,e
アメニティも必要最低限のものがしっかり揃えられていてよかったと思います。,p
お湯が素晴らしくよく、気持ちがよかったです。,p
客室にあるアンケートにも書きましたが、欅という食事所での事、朝食時指定の時間に行きましたが、出迎える係の者もいなく、しばらく待っていると、接客中の係りの人が昨日と同じテーブルにどうぞと言う声が、テーブルにつくが、何の対応もなし、急須を持ってうろうろしている係りもいるが、自分たちには気がつかない様子、そのうち次の客が来きて、その客にはすぐに接客、また次の客が来てそちらの接客、まったく接客順がめちゃくちゃです。,k
板の間で寝かされているようでした。,k
２泊で予約しておいたのですが、仕事の都合で１泊キャンセルの可能性が出たのですが、フロントの方はいやな顔せず対応してくださりありがとうございました。,p
移動の疲れを温泉で癒してススキノまで飲みに出るのですが夏場ならネオンを眺めながら移動すると観光気分でワクワクしますね。,p
楽天トラベルのプログラムのミスかもしれないのですが…。,e
しかし、難点は駐車場です。,k
近所に、コンビニ、マック、弁当屋さん、薬屋さんもあって便利でした。,p
夫婦で記念日のため以前から何度も宿泊をし、お気に入りだったので、今回も利用させていただきました。,p
部屋のお風呂は、温度も調度よく何度も入ることができました。,p
大風呂はなかなか趣きあって良かったので十分ですが。。。,p
兎に角、とても充実した休日をおくれました。,p
従業員の方達の対応がとても良かったと思います。,p
今回第二ができたことで、予約がとれやすくなり、感謝しています。,p
もう少し館内の案内を、伝わり安くお願いします。,y
朝早い海外便のときは、いつも利用しています。という訳で良いところなのですが、ただ一つ、いまどきインターネットが時間単位で有料なのは、やめて戴けないでしょうか？,e
従業員：温泉に行き、間違えた事を告げられ、遠い部屋とを無駄に往復させられた。（入浴チケットが必要と言われたが、チェックアウト後の入浴時に必要な物だった）,k
部屋もお風呂も広くてすごくくつろげていつも満足です。,p
今後の希望としては無線ＬＡＮを設置して宿泊客だけでもＷｉＦｉ等が利用できるようにして欲しいです。,y
それ以外は希望通りのサービスをしてもらえましたし、周辺の静かな環境や設備は今まで利用したホテルの中でも高ランクですので、機会があれば次回は家族を連れて泊まりに行きたいと思います。,p
夜の津軽三味線は心地いい音色を楽しませてもらいました（子供はちょっと飽きてしまい周りに迷惑をかけたかも・・・）朝食は少ないと口コミで見ていました、私もパン食にはちょっと物足りないメニューだと思いました。,e
また、駐車場無料という点もよかったです。,p
のんびり時間を過ごしたい旅行者の方にお勧めします!,p
到着時雨が降って寒かったのですが、駐車場係の方が玄関まで傘をさしてくれてちょっと感動でした。,p
お部屋のドアにのぞき穴が無いのがちょっと嫌な気がしましたが、いい滞在が出来ました。,e
コストパフォーマンスは最高です。,p
フロントの方の対応はスムーズでよかったとおもいます。,p
今回初めて泊まりましたが、とてもきれいでよかったです。,p
テレビの映りが悪い,k
実際には対価相応の中味ってことで諒解なんです。,e
コンビニやディズニーお土産売り場があるのも便利でした☆,p
朝食もおいしくいただきました。,p
清掃なども毎日、行われていて、清潔感のある宿だったと思います。,p
欲を言えば金庫とズボンプレッサーは全室に欲しいですね。,y
難をいえば夜中に寒かったことくらいでした。,k
朝食サービスというのも魅力があり、朝早くビジネスに出かけるには便利であり、フロントの対応も良かった。,p
温泉は１階にあって食事会場を通っていく必要があり、女性の場合朝に入ることができるので、入る女性は少ないと思います。,k
一泊でクラブフロアを利用させていただきました。,p
子供が多かったため他のお客様への配慮のためのお部屋設定、子供の食物アレルギーにも快く対応していただき本当にサービスが行き届いたペンションでした。,p
館内、部屋もきれいで、フロントの方々も感じ良くさわやかな対応です。,p
フロントの方の対応が良いのと、部屋が綺麗なのが良いですね。,p
一日中雪まじりの雨でしたので、駅から徒歩０分の立地には大変満足でした。,p
禁煙ルームに宿泊できたのが、うれしく、こちら自慢の竜宮城（スパ）もとてもよかったです。,p
聞いてみたら丁寧に謝っていただき、すぐに出していただけたので特に問題なしです。,e
当日の朝刊ですが、無料でサービスして頂き助かりました。,p
イベントのチケを見せると500円引きというプランもよかったです。。,p
ススキノの繁華街から適度に離れており、個人的には最高の立地です。,p
同じなのは大き目のＴＶとベッドで、建物自体はやや古いもののスペース余裕はあり、周りが静かなので快眠できます。,e
事前準備が出来れば最高かな？,y
今回は時期的なものか20:00過ぎに大浴場に行ったら貸切状態で大満足．,p
サウナもありますしビジネスよりもレジャーで宿泊するのに適したホテルですね。,e
ただ、以前から思っていたのですが、お部屋のスリッパが少し古めかしく、ほつれがあり、履くのがちょっとためらわれます…でも、駅から近いし、後輩達とまた利用させて頂きたいと思います。,e
ホテルの方々の対応に大満足です。,p
○近江八幡は会う方々が柔らかく、街もほっとするよいところですね。,p
部屋もベッドも広く、また、チェックインの時のプレゼントが選べるのもちょっとうれしかったです。,p
ただ、次の日雪が積もっていて、びっくり雪景色が満足させてくれました。,p
何より料金が安いので嬉しいです。,p
掃除などを考慮して続き部屋となったのでしょうが、当日は宿泊客も少なく間に一部屋空けるとかの工夫が欲しかった。,y
疲れがとれます。,p
また、大浴場のおかげで、長距離移動の疲れも癒すことができました。,p
強いて言うなら、エーデルホフ宿泊の楽しみであります温泉にちょっとだけ不満があります。,k
配管に問題があるのではないでしょうか。,y
駐車場は多少遠いので荷物が大きい方は大変かも。,k
朝粥は大変上品な味と美味なビーンズミートでした。,p
温かいものは温かく食べたいものです。,y
料理もホームページに載っている通りで、よくホームページの写真は実物と異なることが多い印象あるのですが、全くそんなことはなく素晴らしい料理、及びデザートでした。,p
シャワーしか使用しない私でも狭くて難儀したくらいです。,k
１階のレストランでいただきましたが、せっかく富士山が見える立地なのでもっと上階にあるといいのになあと思いました温泉は１階フロント前にあり、入るのに鍵をもらはなくてはならず、チェックインのお客さんがいるときは気まずかったです。,k
こういうシンプルなホテルが、一番安心して泊まれます。,p
館内ですれ違うスタッフの方は、皆さんにこやかに穏やかに挨拶されてとても気持ちがよかったです。,p
部屋もユニットバスも思ったより広く、大変良かったです。,p
食事はバイキングでしたが品数・量共に十分で満足しました、当分はマグロとカニは要らないって感じでした。,p
スタッフの対応も良かったし、お値段に対する満足度は非常に高いと思います。,p
疲れてしまいました…。,k
一番良かったのは、受付の女性スタッフが、とてもすばらしい接遇でした！,p
あと朝一階の内風呂が火傷するくらい熱くて入れなかった。,k
これでは、ファミレスより悪いなあ・・なんて、同宿した友達とも言ったものです。,k
最後にわがままをいうのであれば、朝食にヨーグルトのような簡単なデザートがついてくれたらなと思いました。,y
車で移動、親せきの家に近いという点では、盛岡駅前より便利なのに残念です。,k
特に、朝食を隣のプロントで頂けるのはうれしかったです。,p
例えば、フロント脇のガラスケース上＆中の埃、シャンデリアなど天井から吊るされた物にこびり付いた埃,k
特に夜および早朝のひんやりした空気の中で入る露天風呂は格別でした。,p
駅も近くて、大変便利です。,p
盛りは過ぎていたが、散在する紅葉を眺めながら、吹き渡る秋風の音を露天風呂で楽しむ事が出来た。,p
壁が薄くまた階上も子供がいたのか、まるで同じ部屋にいるような感覚に陥るくらい、建物の壁や床が薄いのではと感じました。,k
大型連休を避けたのが正解だったと感じています。,p
お部屋もお掃除が行き届いていて、館内に生けてあるお花もお心遣いが感じられました。,p
一度チェックをしたら良いかと思います。,y
味は期待していませんでしたが、とても美味しくいただき嬉しかったです。,p
朝食のバイキングも種類も多く満足でした。,p
強いて言えば、アメニティの香りが強すぎるような気もしました。,k
料理もとても工夫されていて味盛り付けとても素晴らしく頂けました妻ももう一度来館したいというぐらあとてもよい旅館でしたただ露天風呂のごみ箱に昨日のごみがありましたありがとうございましたよい休日過ごす事ができました?,e
フロント女性の接客対応があきらさまにおかしいです。,k
お部屋は、普通にきれいでした。,p
近所に飲食店を見つけられなかったのですが、１階の餃子屋さんで満足しました。,p
家族みんなが大満足の朝食でした。,p
また、職員さんは皆さん親切。,p
お部屋も広く、食事も充実していて大変気に入りました。,p
都心にも横浜にも行きやすくとてもよかったです。,p
部屋はさすがに新しいだけあり合理的で、温泉も良かった。がチェックアウト時に発行してもらった領収書が支払金額と全く違う金額で発行された・・・年間に５０泊以上出張でホテルを利用しているがこんな施設は初めてでした。,k
奈良のお土産はここで決まりでした。,p
ただ唯一の不満はインターネットの無線LANの回線状態が安定していないことで、アンテナが１本しかたたず速度が遅くたまに回線が切れます。,k
